# File: Kalt_2017_elec_cap_gw_ctry.csv
# Title: Kalt et al. 2021 electricity generation capacity in 2017
# Units: GW
# Description: Bottom-up estimate of electricity generation capacity by country in 2017. Source data has historical years 1980-2017
# Source: SI spreadsheet in Kalt et al. 2021 Data in Brief https://doi.org/10.1016/j.dib.2021.107351
# Column types: cccn
# ----------
Technology,Country,Kalt_reg,2017
Coal,Iran,Middle East and Northern Africa ,0
Coal,Iraq,Middle East and Northern Africa ,0
Coal,Ireland,Industrial (Old World),1.26
Coal,Israel,Middle East and Northern Africa ,5.01
Coal,Italy,Industrial (Old World),8.75
Coal,Jamaica,Latin America and the Caribbean,0
Coal,Japan,Industrial (Old World),56.35
Coal,Jordan,Middle East and Northern Africa ,0
Coal,Kazakhstan,Former Soviet Union,14.2
Coal,Kenya,Sub-Saharan Africa,0
Coal,Kuwait,Middle East and Northern Africa ,0
Coal,Kyrgyzstan,Former Soviet Union,0.89
Coal,Laos,Rest of Asia,
Coal,Latvia,Former Soviet Union,0
Coal,Lebanon,Middle East and Northern Africa ,0
Coal,Lesotho,Sub-Saharan Africa,
Coal,Liberia,Sub-Saharan Africa,0
Coal,Libya,Middle East and Northern Africa ,0
Coal,Lithuania,Former Soviet Union,0
Coal,Luxembourg,Industrial (Old World),0
Coal,"Macedonia, FYR",Industrial (Old World),0.58
Coal,Madagascar,Sub-Saharan Africa,0.36
Coal,Malawi,Sub-Saharan Africa,0
Coal,Malaysia,Rest of Asia,7.44
Coal,Maldives,Rest of Asia,0
Coal,Mali,Sub-Saharan Africa,0
Coal,Malta,Industrial (Old World),0
Coal,Martinique,Latin America and the Caribbean,
Coal,Mauritania,Sub-Saharan Africa,0
Coal,Mauritius,Sub-Saharan Africa,0.27
Coal,Mexico,Latin America and the Caribbean,7.27
Coal,Moldova,Former Soviet Union,0.04
Coal,Mongolia,Rest of Asia,1.25
Coal,Montenegro,Industrial (Old World),0.22
Coal,Morocco,Middle East and Northern Africa ,2.46
Coal,Mozambique,Sub-Saharan Africa,0
Coal,Myanmar,Rest of Asia,0.27
Coal,Namibia,Sub-Saharan Africa,0.09
Coal,Nepal,Rest of Asia,0
Coal,Netherlands,Industrial (Old World),4.93
Coal,New Zealand,Industrial (New World),0.36
Coal,Nicaragua,Latin America and the Caribbean,0
Coal,Niger,Sub-Saharan Africa,0
Coal,Nigeria,Sub-Saharan Africa,0
Coal,North Korea,Rest of Asia,4.19
Coal,Norway,Industrial (Old World),0
Coal,Oman,Middle East and Northern Africa ,0
Coal,Pakistan,Rest of Asia,0.36
Coal,Panama,Latin America and the Caribbean,0.23
Coal,Papua New Guinea,Rest of Asia,0
Coal,Paraguay,Latin America and the Caribbean,0
Coal,Peru,Latin America and the Caribbean,0.07
Coal,Philippines,Rest of Asia,8
Coal,Poland,Industrial (Old World),32.04
Coal,Portugal,Industrial (Old World),1.63
Coal,Puerto Rico,Latin America and the Caribbean,0.53
Coal,Qatar,Middle East and Northern Africa ,0
Coal,Réunion,Sub-Saharan Africa,0.1
Coal,Romania,Industrial (Old World),5.74
Coal,Russia,Former Soviet Union,51.4
Coal,Rwanda,Sub-Saharan Africa,0
Coal,Saudi Arabia,Middle East and Northern Africa ,0
Coal,Senegal,Sub-Saharan Africa,0
Coal,Serbia (incl. Kosovo),Industrial (Old World),3.99
Coal,Sierra Leone,Sub-Saharan Africa,0
Coal,Singapore,Rest of Asia,0.24
Coal,Slovakia,Industrial (Old World),1.55
Coal,Slovenia,Industrial (Old World),0.86
Coal,Solomon Islands,Rest of Asia,
Coal,Somalia,Sub-Saharan Africa,0
Coal,South Africa,Sub-Saharan Africa,36.42
Coal,South Korea,Industrial (Old World),33.09
Coal,South Sudan,Sub-Saharan Africa,
Coal,Spain,Industrial (Old World),10.38
Coal,Sri Lanka,Rest of Asia,1.22
Coal,Sudan,Sub-Saharan Africa,0.07
Coal,Suriname,Latin America and the Caribbean,0
Coal,Swaziland,Sub-Saharan Africa,0
Coal,Sweden,Industrial (Old World),0.19
Coal,Switzerland,Industrial (Old World),0
Coal,Syria,Middle East and Northern Africa ,0
Coal,Taiwan,Rest of Asia,15.91
Coal,Tajikistan,Former Soviet Union,
Coal,Tanzania,Sub-Saharan Africa,0
Coal,Thailand,Rest of Asia,5.07
Coal,The Gambia,Sub-Saharan Africa,0
Coal,Timor-Leste,Rest of Asia,0
Coal,Togo,Sub-Saharan Africa,0
Coal,Trinidad and Tobago,Latin America and the Caribbean,0
Coal,Tunisia,Middle East and Northern Africa ,0
Coal,Turkey,Industrial (Old World),13.12
Coal,Turkmenistan,Former Soviet Union,0
Coal,Uganda,Sub-Saharan Africa,0
Coal,Ukraine,Former Soviet Union,26.13
Coal,United Arab Emirates,Middle East and Northern Africa ,0
Coal,United Kingdom,Industrial (Old World),15.04
Coal,United States of America,Industrial (New World),276.34
Coal,Uruguay,Latin America and the Caribbean,0
Coal,USSR (former),Former Soviet Union,
Coal,Uzbekistan,Former Soviet Union,1.97
Coal,Venezuela,Latin America and the Caribbean,0
Coal,Vietnam,Rest of Asia,16.28
Coal,Yemen,Middle East and Northern Africa ,0
Coal,Zambia,Sub-Saharan Africa,0
Coal,Zimbabwe,Sub-Saharan Africa,1.24
Gas,Afghanistan,Rest of Asia,0
Gas,Albania,Industrial (Old World),0
Gas,Algeria,Middle East and Northern Africa ,18.39
Gas,Angola,Sub-Saharan Africa,0.34
Gas,Argentina,Latin America and the Caribbean,22.05
Gas,Armenia,Former Soviet Union,2.39
Gas,Australia,Industrial (New World),16.48
Gas,Austria,Industrial (Old World),3.84
Gas,Azerbaijan,Former Soviet Union,5.78
Gas,Bahamas,Latin America and the Caribbean,0
Gas,Bahrain,Middle East and Northern Africa ,3.92
Gas,Bangladesh,Rest of Asia,9.54
Gas,Belarus,Former Soviet Union,9.83
Gas,Belgium,Industrial (Old World),6.57
Gas,Belize,Latin America and the Caribbean,0.1
Gas,Benin,Sub-Saharan Africa,0
Gas,Bhutan,Rest of Asia,
Gas,Bolivia,Latin America and the Caribbean,1.81
Gas,Bosnia and Herzegovina,Industrial (Old World),0
Gas,Botswana,Sub-Saharan Africa,0
Gas,Brazil,Latin America and the Caribbean,14.53
Gas,Brunei,Rest of Asia,0.81
Gas,Bulgaria,Industrial (Old World),0.37
Gas,Burkina Faso,Sub-Saharan Africa,0
Gas,Burundi,Sub-Saharan Africa,0
Gas,Cambodia,Rest of Asia,0
Gas,Cameroon,Sub-Saharan Africa,0.76
Gas,Canada,Industrial (New World),20.52
Gas,Cape Verde,Sub-Saharan Africa,0
Gas,Central African Republic,Sub-Saharan Africa,
Gas,Chad,Sub-Saharan Africa,0
Gas,Chile,Latin America and the Caribbean,5.47
Gas,China,China,77.19
Gas,Colombia,Latin America and the Caribbean,2.64
Gas,Comoros,Sub-Saharan Africa,
Gas,Congo,Sub-Saharan Africa,0.39
Gas,"Congo, DR",Sub-Saharan Africa,
Gas,Costa Rica,Latin America and the Caribbean,0
Gas,Côte d'Ivoire,Sub-Saharan Africa,1.31
Gas,Croatia,Industrial (Old World),0.6
Gas,Cuba,Latin America and the Caribbean,0.85
Gas,Cyprus,Industrial (Old World),0.21
Gas,Czech Republic,Industrial (Old World),2.02
Gas,Denmark,Industrial (Old World),2.2
Gas,Djibouti,Middle East and Northern Africa ,0
Gas,Dominican Republic,Latin America and the Caribbean,2.15
Gas,Ecuador,Latin America and the Caribbean,0.21
Gas,Egypt,Middle East and Northern Africa ,49.59
Gas,El Salvador,Latin America and the Caribbean,0
Gas,Equatorial Guinea,Sub-Saharan Africa,0.21
Gas,Eritrea,Sub-Saharan Africa,0
Gas,Estonia,Former Soviet Union,0.42
Gas,Ethiopia,Sub-Saharan Africa,0
Gas,Fiji,Rest of Asia,0
Gas,Finland,Industrial (Old World),1.74
Gas,France,Industrial (Old World),9.25
Gas,Gabon,Sub-Saharan Africa,0.22
Gas,Georgia,Former Soviet Union,0.93
Gas,Germany,Industrial (Old World),25.36
Gas,Ghana,Sub-Saharan Africa,1.37
Gas,Greece,Industrial (Old World),5.6
Gas,Guadeloupe,Latin America and the Caribbean,0
Gas,Guatemala,Latin America and the Caribbean,0
Gas,Guinea,Sub-Saharan Africa,0
Gas,Guinea Bissau,Sub-Saharan Africa,
Gas,Guyana,Latin America and the Caribbean,0
Gas,Haiti,Latin America and the Caribbean,0
Gas,Honduras,Latin America and the Caribbean,0.04
Gas,Hong Kong SAR,Rest of Asia,5.36
Gas,Hungary,Industrial (Old World),4.09
Gas,Iceland,Industrial (Old World),0.12
Gas,India,India,26.69
Gas,Indonesia,Rest of Asia,19.48
Gas,Iran,Middle East and Northern Africa ,59.15
Gas,Iraq,Middle East and Northern Africa ,23.86
Gas,Ireland,Industrial (Old World),3.99
Gas,Israel,Middle East and Northern Africa ,8.92
Gas,Italy,Industrial (Old World),38.54
Gas,Jamaica,Latin America and the Caribbean,0.1
Gas,Japan,Industrial (Old World),68.48
Gas,Jordan,Middle East and Northern Africa ,2.98
Gas,Kazakhstan,Former Soviet Union,4.61
Gas,Kenya,Sub-Saharan Africa,0
Gas,Kuwait,Middle East and Northern Africa ,9.02
Gas,Kyrgyzstan,Former Soviet Union,0.07
Gas,Laos,Rest of Asia,
Gas,Latvia,Former Soviet Union,1.15
Gas,Lebanon,Middle East and Northern Africa ,0
Gas,Lesotho,Sub-Saharan Africa,
Gas,Liberia,Sub-Saharan Africa,0.04
Gas,Libya,Middle East and Northern Africa ,6.89
Gas,Lithuania,Former Soviet Union,1.65
Gas,Luxembourg,Industrial (Old World),0.07
Gas,"Macedonia, FYR",Industrial (Old World),0.35
Gas,Madagascar,Sub-Saharan Africa,0
Gas,Malawi,Sub-Saharan Africa,0
Gas,Malaysia,Rest of Asia,16.63
Gas,Maldives,Rest of Asia,0
Gas,Mali,Sub-Saharan Africa,0
Gas,Malta,Industrial (Old World),0
Gas,Martinique,Latin America and the Caribbean,
Gas,Mauritania,Sub-Saharan Africa,0
Gas,Mauritius,Sub-Saharan Africa,0
Gas,Mexico,Latin America and the Caribbean,34.26
Gas,Moldova,Former Soviet Union,0.41
Gas,Mongolia,Rest of Asia,0
Gas,Montenegro,Industrial (Old World),0
Gas,Morocco,Middle East and Northern Africa ,0.74
Gas,Mozambique,Sub-Saharan Africa,0.41
Gas,Myanmar,Rest of Asia,1.86
Gas,Namibia,Sub-Saharan Africa,0
Gas,Nepal,Rest of Asia,0.03
Gas,Netherlands,Industrial (Old World),20.02
Gas,New Zealand,Industrial (New World),1.6
Gas,Nicaragua,Latin America and the Caribbean,0
Gas,Niger,Sub-Saharan Africa,0.12
Gas,Nigeria,Sub-Saharan Africa,10.41
Gas,North Korea,Rest of Asia,0
Gas,Norway,Industrial (Old World),0.94
Gas,Oman,Middle East and Northern Africa ,7.91
Gas,Pakistan,Rest of Asia,12.55
Gas,Panama,Latin America and the Caribbean,0
Gas,Papua New Guinea,Rest of Asia,0.11
Gas,Paraguay,Latin America and the Caribbean,0
Gas,Peru,Latin America and the Caribbean,6.66
Gas,Philippines,Rest of Asia,3.51
Gas,Poland,Industrial (Old World),0.99
Gas,Portugal,Industrial (Old World),5.13
Gas,Puerto Rico,Latin America and the Caribbean,0.54
Gas,Qatar,Middle East and Northern Africa ,8.75
Gas,Réunion,Sub-Saharan Africa,0
Gas,Romania,Industrial (Old World),5.21
Gas,Russia,Former Soviet Union,132.44
Gas,Rwanda,Sub-Saharan Africa,0.01
Gas,Saudi Arabia,Middle East and Northern Africa ,45.91
Gas,Senegal,Sub-Saharan Africa,0.07
Gas,Serbia (incl. Kosovo),Industrial (Old World),0.38
Gas,Sierra Leone,Sub-Saharan Africa,0
Gas,Singapore,Rest of Asia,11.12
Gas,Slovakia,Industrial (Old World),0.67
Gas,Slovenia,Industrial (Old World),0.35
Gas,Solomon Islands,Rest of Asia,
Gas,Somalia,Sub-Saharan Africa,0
Gas,South Africa,Sub-Saharan Africa,2.67
Gas,South Korea,Industrial (Old World),40.72
Gas,South Sudan,Sub-Saharan Africa,
Gas,Spain,Industrial (Old World),30.89
Gas,Sri Lanka,Rest of Asia,0
Gas,Sudan,Sub-Saharan Africa,0.28
Gas,Suriname,Latin America and the Caribbean,0
Gas,Swaziland,Sub-Saharan Africa,0
Gas,Sweden,Industrial (Old World),0.45
Gas,Switzerland,Industrial (Old World),0.47
Gas,Syria,Middle East and Northern Africa ,4.14
Gas,Taiwan,Rest of Asia,14.93
Gas,Tajikistan,Former Soviet Union,
Gas,Tanzania,Sub-Saharan Africa,0.44
Gas,Thailand,Rest of Asia,28.17
Gas,The Gambia,Sub-Saharan Africa,0
Gas,Timor-Leste,Rest of Asia,0
Gas,Togo,Sub-Saharan Africa,0.16
Gas,Trinidad and Tobago,Latin America and the Caribbean,2.03
Gas,Tunisia,Middle East and Northern Africa ,3.24
Gas,Turkey,Industrial (Old World),32.22
Gas,Turkmenistan,Former Soviet Union,3.89
Gas,Uganda,Sub-Saharan Africa,0
Gas,Ukraine,Former Soviet Union,10.35
Gas,United Arab Emirates,Middle East and Northern Africa ,30.34
Gas,United Kingdom,Industrial (Old World),33.54
Gas,United States of America,Industrial (New World),429.64
Gas,Uruguay,Latin America and the Caribbean,0
Gas,USSR (former),Former Soviet Union,
Gas,Uzbekistan,Former Soviet Union,8.91
Gas,Venezuela,Latin America and the Caribbean,13.45
Gas,Vietnam,Rest of Asia,7.29
Gas,Yemen,Middle East and Northern Africa ,0
Gas,Zambia,Sub-Saharan Africa,0
Gas,Zimbabwe,Sub-Saharan Africa,0
Oil,Afghanistan,Rest of Asia,0.28
Oil,Albania,Industrial (Old World),0.1
Oil,Algeria,Middle East and Northern Africa ,0.35
Oil,Angola,Sub-Saharan Africa,0.94
Oil,Argentina,Latin America and the Caribbean,2.18
Oil,Armenia,Former Soviet Union,0
Oil,Australia,Industrial (New World),2.04
Oil,Austria,Industrial (Old World),0.1
Oil,Azerbaijan,Former Soviet Union,0.98
Oil,Bahamas,Latin America and the Caribbean,0.58
Oil,Bahrain,Middle East and Northern Africa ,0
Oil,Bangladesh,Rest of Asia,3.1
Oil,Belarus,Former Soviet Union,0
Oil,Belgium,Industrial (Old World),0.27
Oil,Belize,Latin America and the Caribbean,0
Oil,Benin,Sub-Saharan Africa,0.31
Oil,Bhutan,Rest of Asia,
Oil,Bolivia,Latin America and the Caribbean,0
Oil,Bosnia and Herzegovina,Industrial (Old World),0
Oil,Botswana,Sub-Saharan Africa,0.05
Oil,Brazil,Latin America and the Caribbean,7.11
Oil,Brunei,Rest of Asia,0.01
Oil,Bulgaria,Industrial (Old World),0.12
Oil,Burkina Faso,Sub-Saharan Africa,0.29
Oil,Burundi,Sub-Saharan Africa,0.01
Oil,Cambodia,Rest of Asia,0.36
Oil,Cameroon,Sub-Saharan Africa,0.39
Oil,Canada,Industrial (New World),4.37
Oil,Cape Verde,Sub-Saharan Africa,0.14
Oil,Central African Republic,Sub-Saharan Africa,
Oil,Chad,Sub-Saharan Africa,0.09
Oil,Chile,Latin America and the Caribbean,3.08
Oil,China,China,8.21
Oil,Colombia,Latin America and the Caribbean,1.78
Oil,Comoros,Sub-Saharan Africa,
Oil,Congo,Sub-Saharan Africa,0
Oil,"Congo, DR",Sub-Saharan Africa,
Oil,Costa Rica,Latin America and the Caribbean,0.57
Oil,Côte d'Ivoire,Sub-Saharan Africa,0
Oil,Croatia,Industrial (Old World),1.14
Oil,Cuba,Latin America and the Caribbean,5.56
Oil,Cyprus,Industrial (Old World),1.31
Oil,Czech Republic,Industrial (Old World),0.08
Oil,Denmark,Industrial (Old World),0.68
Oil,Djibouti,Middle East and Northern Africa ,0.13
Oil,Dominican Republic,Latin America and the Caribbean,0.73
Oil,Ecuador,Latin America and the Caribbean,2.55
Oil,Egypt,Middle East and Northern Africa ,1.64
Oil,El Salvador,Latin America and the Caribbean,1.03
Oil,Equatorial Guinea,Sub-Saharan Africa,0
Oil,Eritrea,Sub-Saharan Africa,0.16
Oil,Estonia,Former Soviet Union,1.41
Oil,Ethiopia,Sub-Saharan Africa,0.1
Oil,Fiji,Rest of Asia,0.12
Oil,Finland,Industrial (Old World),1.91
Oil,France,Industrial (Old World),6.17
Oil,Gabon,Sub-Saharan Africa,0.14
Oil,Georgia,Former Soviet Union,0
Oil,Germany,Industrial (Old World),4.26
Oil,Ghana,Sub-Saharan Africa,1.42
Oil,Greece,Industrial (Old World),1.47
Oil,Guadeloupe,Latin America and the Caribbean,0.46
Oil,Guatemala,Latin America and the Caribbean,1.34
Oil,Guinea,Sub-Saharan Africa,0.18
Oil,Guinea Bissau,Sub-Saharan Africa,
Oil,Guyana,Latin America and the Caribbean,0.29
Oil,Haiti,Latin America and the Caribbean,0.28
Oil,Honduras,Latin America and the Caribbean,0.93
Oil,Hong Kong SAR,Rest of Asia,0.31
Oil,Hungary,Industrial (Old World),0.41
Oil,Iceland,Industrial (Old World),0
Oil,India,India,2.47
Oil,Indonesia,Rest of Asia,4.6
Oil,Iran,Middle East and Northern Africa ,5.58
Oil,Iraq,Middle East and Northern Africa ,6.22
Oil,Ireland,Industrial (Old World),1.24
Oil,Israel,Middle East and Northern Africa ,2.86
Oil,Italy,Industrial (Old World),10.11
Oil,Jamaica,Latin America and the Caribbean,0.78
Oil,Japan,Industrial (Old World),68.69
Oil,Jordan,Middle East and Northern Africa ,1.29
Oil,Kazakhstan,Former Soviet Union,0.4
Oil,Kenya,Sub-Saharan Africa,0.77
Oil,Kuwait,Middle East and Northern Africa ,9.73
Oil,Kyrgyzstan,Former Soviet Union,0
Oil,Laos,Rest of Asia,
Oil,Latvia,Former Soviet Union,0
Oil,Lebanon,Middle East and Northern Africa ,2.04
Oil,Lesotho,Sub-Saharan Africa,
Oil,Liberia,Sub-Saharan Africa,0.08
Oil,Libya,Middle East and Northern Africa ,3.36
Oil,Lithuania,Former Soviet Union,0.09
Oil,Luxembourg,Industrial (Old World),0
Oil,"Macedonia, FYR",Industrial (Old World),0.18
Oil,Madagascar,Sub-Saharan Africa,0.14
Oil,Malawi,Sub-Saharan Africa,0
Oil,Malaysia,Rest of Asia,2.43
Oil,Maldives,Rest of Asia,0.27
Oil,Mali,Sub-Saharan Africa,0.4
Oil,Malta,Industrial (Old World),0.5
Oil,Martinique,Latin America and the Caribbean,
Oil,Mauritania,Sub-Saharan Africa,0.39
Oil,Mauritius,Sub-Saharan Africa,0.48
Oil,Mexico,Latin America and the Caribbean,11.8
Oil,Moldova,Former Soviet Union,0
Oil,Mongolia,Rest of Asia,0.02
Oil,Montenegro,Industrial (Old World),0
Oil,Morocco,Middle East and Northern Africa ,2.24
Oil,Mozambique,Sub-Saharan Africa,0
Oil,Myanmar,Rest of Asia,0
Oil,Namibia,Sub-Saharan Africa,0.05
Oil,Nepal,Rest of Asia,0.02
Oil,Netherlands,Industrial (Old World),0.08
Oil,New Zealand,Industrial (New World),0.12
Oil,Nicaragua,Latin America and the Caribbean,0.81
Oil,Niger,Sub-Saharan Africa,0.06
Oil,Nigeria,Sub-Saharan Africa,0.11
Oil,North Korea,Rest of Asia,0.31
Oil,Norway,Industrial (Old World),0
Oil,Oman,Middle East and Northern Africa ,0.32
Oil,Pakistan,Rest of Asia,10.44
Oil,Panama,Latin America and the Caribbean,0.99
Oil,Papua New Guinea,Rest of Asia,0.45
Oil,Paraguay,Latin America and the Caribbean,0
Oil,Peru,Latin America and the Caribbean,2.12
Oil,Philippines,Rest of Asia,4.13
Oil,Poland,Industrial (Old World),0.38
Oil,Portugal,Industrial (Old World),0.58
Oil,Puerto Rico,Latin America and the Caribbean,4.87
Oil,Qatar,Middle East and Northern Africa ,0
Oil,Réunion,Sub-Saharan Africa,0.4
Oil,Romania,Industrial (Old World),1.07
Oil,Russia,Former Soviet Union,6.76
Oil,Rwanda,Sub-Saharan Africa,0.07
Oil,Saudi Arabia,Middle East and Northern Africa ,42.96
Oil,Senegal,Sub-Saharan Africa,0.76
Oil,Serbia (incl. Kosovo),Industrial (Old World),0
Oil,Sierra Leone,Sub-Saharan Africa,0.03
Oil,Singapore,Rest of Asia,1.99
Oil,Slovakia,Industrial (Old World),0.16
Oil,Slovenia,Industrial (Old World),0.06
Oil,Solomon Islands,Rest of Asia,
Oil,Somalia,Sub-Saharan Africa,0.08
Oil,South Africa,Sub-Saharan Africa,1.89
Oil,South Korea,Industrial (Old World),9.97
Oil,South Sudan,Sub-Saharan Africa,
Oil,Spain,Industrial (Old World),4.05
Oil,Sri Lanka,Rest of Asia,0.89
Oil,Sudan,Sub-Saharan Africa,1.29
Oil,Suriname,Latin America and the Caribbean,0.31
Oil,Swaziland,Sub-Saharan Africa,0.12
Oil,Sweden,Industrial (Old World),1.23
Oil,Switzerland,Industrial (Old World),0.03
Oil,Syria,Middle East and Northern Africa ,3.41
Oil,Taiwan,Rest of Asia,5.44
Oil,Tajikistan,Former Soviet Union,
Oil,Tanzania,Sub-Saharan Africa,0.37
Oil,Thailand,Rest of Asia,0.76
Oil,The Gambia,Sub-Saharan Africa,0.12
Oil,Timor-Leste,Rest of Asia,0
Oil,Togo,Sub-Saharan Africa,0
Oil,Trinidad and Tobago,Latin America and the Caribbean,0.01
Oil,Tunisia,Middle East and Northern Africa ,2.18
Oil,Turkey,Industrial (Old World),0.95
Oil,Turkmenistan,Former Soviet Union,0.11
Oil,Uganda,Sub-Saharan Africa,0.2
Oil,Ukraine,Former Soviet Union,0
Oil,United Arab Emirates,Middle East and Northern Africa ,0.03
Oil,United Kingdom,Industrial (Old World),2.23
Oil,United States of America,Industrial (New World),42.26
Oil,Uruguay,Latin America and the Caribbean,0.83
Oil,USSR (former),Former Soviet Union,
Oil,Uzbekistan,Former Soviet Union,0.29
Oil,Venezuela,Latin America and the Caribbean,4.43
Oil,Vietnam,Rest of Asia,0.65
Oil,Yemen,Middle East and Northern Africa ,1.52
Oil,Zambia,Sub-Saharan Africa,0.14
Oil,Zimbabwe,Sub-Saharan Africa,0
Solar PV,Afghanistan,Rest of Asia,0.02
Solar PV,Albania,Industrial (Old World),0
Solar PV,Algeria,Middle East and Northern Africa ,0.4
Solar PV,Angola,Sub-Saharan Africa,0.01
Solar PV,Argentina,Latin America and the Caribbean,0.01
Solar PV,Armenia,Former Soviet Union,0
Solar PV,Australia,Industrial (New World),5.93
Solar PV,Austria,Industrial (Old World),1.4
Solar PV,Azerbaijan,Former Soviet Union,0.03
Solar PV,Bahamas,Latin America and the Caribbean,0
Solar PV,Bahrain,Middle East and Northern Africa ,0.01
Solar PV,Bangladesh,Rest of Asia,0.18
Solar PV,Belarus,Former Soviet Union,0.15
Solar PV,Belgium,Industrial (Old World),3.57
Solar PV,Belize,Latin America and the Caribbean,0
Solar PV,Benin,Sub-Saharan Africa,0.01
Solar PV,Bhutan,Rest of Asia,0
Solar PV,Bolivia,Latin America and the Caribbean,0.01
Solar PV,Bosnia and Herzegovina,Industrial (Old World),0.01
Solar PV,Botswana,Sub-Saharan Africa,0
Solar PV,Brazil,Latin America and the Caribbean,1.1
Solar PV,Brunei,Rest of Asia,0
Solar PV,Bulgaria,Industrial (Old World),1.03
Solar PV,Burkina Faso,Sub-Saharan Africa,0.04
Solar PV,Burundi,Sub-Saharan Africa,0.01
Solar PV,Cambodia,Rest of Asia,0.03
Solar PV,Cameroon,Sub-Saharan Africa,0.01
Solar PV,Canada,Industrial (New World),2.94
Solar PV,Cape Verde,Sub-Saharan Africa,0.01
Solar PV,Central African Republic,Sub-Saharan Africa,0
Solar PV,Chad,Sub-Saharan Africa,0
Solar PV,Chile,Latin America and the Caribbean,2.11
Solar PV,China,China,130.63
Solar PV,Colombia,Latin America and the Caribbean,0.07
Solar PV,Comoros,Sub-Saharan Africa,0
Solar PV,Congo,Sub-Saharan Africa,0
Solar PV,"Congo, DR",Sub-Saharan Africa,0
Solar PV,Costa Rica,Latin America and the Caribbean,0.03
Solar PV,Côte d'Ivoire,Sub-Saharan Africa,0.01
Solar PV,Croatia,Industrial (Old World),0.06
Solar PV,Cuba,Latin America and the Caribbean,0.07
Solar PV,Cyprus,Industrial (Old World),0.1
Solar PV,Czech Republic,Industrial (Old World),2.06
Solar PV,Denmark,Industrial (Old World),0.91
Solar PV,Djibouti,Middle East and Northern Africa ,0
Solar PV,Dominican Republic,Latin America and the Caribbean,0.1
Solar PV,Ecuador,Latin America and the Caribbean,0.03
Solar PV,Egypt,Middle East and Northern Africa ,0.17
Solar PV,El Salvador,Latin America and the Caribbean,0.14
Solar PV,Equatorial Guinea,Sub-Saharan Africa,0.01
Solar PV,Eritrea,Sub-Saharan Africa,0
Solar PV,Estonia,Former Soviet Union,0.01
Solar PV,Ethiopia,Sub-Saharan Africa,0.01
Solar PV,Fiji,Rest of Asia,0.01
Solar PV,Finland,Industrial (Old World),0.05
Solar PV,France,Industrial (Old World),8.2
Solar PV,Gabon,Sub-Saharan Africa,0
Solar PV,Georgia,Former Soviet Union,0
Solar PV,Germany,Industrial (Old World),42.39
Solar PV,Ghana,Sub-Saharan Africa,0.03
Solar PV,Greece,Industrial (Old World),2.6
Solar PV,Guadeloupe,Latin America and the Caribbean,0.07
Solar PV,Guatemala,Latin America and the Caribbean,0.1
Solar PV,Guinea,Sub-Saharan Africa,0
Solar PV,Guinea Bissau,Sub-Saharan Africa,0
Solar PV,Guyana,Latin America and the Caribbean,0.01
Solar PV,Haiti,Latin America and the Caribbean,0
Solar PV,Honduras,Latin America and the Caribbean,0.45
Solar PV,Hong Kong SAR,Rest of Asia,0
Solar PV,Hungary,Industrial (Old World),0.3
Solar PV,Iceland,Industrial (Old World),0
Solar PV,India,India,17.64
Solar PV,Indonesia,Rest of Asia,0.06
Solar PV,Iran,Middle East and Northern Africa ,0.11
Solar PV,Iraq,Middle East and Northern Africa ,0.04
Solar PV,Ireland,Industrial (Old World),0.01
Solar PV,Israel,Middle East and Northern Africa ,0.85
Solar PV,Italy,Industrial (Old World),19.69
Solar PV,Jamaica,Latin America and the Caribbean,0.03
Solar PV,Japan,Industrial (Old World),49.04
Solar PV,Jordan,Middle East and Northern Africa ,0.4
Solar PV,Kazakhstan,Former Soviet Union,0.06
Solar PV,Kenya,Sub-Saharan Africa,0.03
Solar PV,Kuwait,Middle East and Northern Africa ,0.03
Solar PV,Kyrgyzstan,Former Soviet Union,0
Solar PV,Laos,Rest of Asia,0
Solar PV,Latvia,Former Soviet Union,0
Solar PV,Lebanon,Middle East and Northern Africa ,0.03
Solar PV,Lesotho,Sub-Saharan Africa,0
Solar PV,Liberia,Sub-Saharan Africa,0
Solar PV,Libya,Middle East and Northern Africa ,0.01
Solar PV,Lithuania,Former Soviet Union,0.08
Solar PV,Luxembourg,Industrial (Old World),0.12
Solar PV,"Macedonia, FYR",Industrial (Old World),0.02
Solar PV,Madagascar,Sub-Saharan Africa,0.01
Solar PV,Malawi,Sub-Saharan Africa,0.01
Solar PV,Malaysia,Rest of Asia,0.36
Solar PV,Maldives,Rest of Asia,0.01
Solar PV,Mali,Sub-Saharan Africa,0.01
Solar PV,Malta,Industrial (Old World),0.11
Solar PV,Martinique,Latin America and the Caribbean,0.07
Solar PV,Mauritania,Sub-Saharan Africa,0.08
Solar PV,Mauritius,Sub-Saharan Africa,0.03
Solar PV,Mexico,Latin America and the Caribbean,0.57
Solar PV,Moldova,Former Soviet Union,0
Solar PV,Mongolia,Rest of Asia,0.03
Solar PV,Montenegro,Industrial (Old World),0
Solar PV,Morocco,Middle East and Northern Africa ,0.03
Solar PV,Mozambique,Sub-Saharan Africa,0.02
Solar PV,Myanmar,Rest of Asia,0.02
Solar PV,Namibia,Sub-Saharan Africa,0.04
Solar PV,Nepal,Rest of Asia,0.03
Solar PV,Netherlands,Industrial (Old World),2.59
Solar PV,New Zealand,Industrial (New World),0.07
Solar PV,Nicaragua,Latin America and the Caribbean,0.03
Solar PV,Niger,Sub-Saharan Africa,0.01
